id,line_id,geometry,buildstart,opening,closure,length
777,171,"LINESTRING(-0.00359435404340047 51.4537093543126,-0.00129821063353575 51.4523594907361,0.00108457969852793 51.4513065694335,0.00498369115473452 51.4506316071111,0.0108323583321237 51.4500916300703,0.0215332530957824 51.448930657797,0.0252590707076195 51.4481746599844,0.0299813279106047 51.4466356257591,0.0353967604771412 51.4443404783649,0.0424151610900196 51.4416941652605,0.0470074479098059 51.4405599841328,0.0503866778329041 51.4401009028048,0.0736802586198735 51.4377244082832,0.0996743349668918 51.4343755012875,0.10374674025357 51.4339703749188,0.106822706011314 51.4339163578621,0.109855348245787 51.4339973835191,0.113017960877357 51.4343214847013,0.128094525155319 51.4355638512898,0.131213814311991 51.4360769928416,0.1332066935081 51.4365091075709,0.148066640590855 51.4403169420335,0.153048838560409 51.4418831930949,0.155258335048075 51.4424502707495,0.178137811321193 51.4481775827586,0.187105767655225 51.4500945527132,0.192131289085864 51.4509315143555,0.19772001549677 51.4512554953915,0.20153248003075 51.4511475019682,0.204565122265279 51.4508505187372,0.209850584377307 51.4499865566929)",1862,1866,999999,15624
781,115,"LINESTRING(-0.194422592709628 51.5721176291831,-0.194927856595399 51.5724657984144,-0.19560886442747 51.5727730043444,-0.196597424189946 51.5732167425801,-0.197520079981388 51.5734351967378,-0.198266991798505 51.5735444234142,-0.199178663585428 51.5736263432559,-0.200266079318567 51.5735375967585,-0.20145235103638 51.5733874099762,-0.202199262867538 51.5732303959957,-0.203154870644539 51.5730802081984,-0.204022606427316 51.5730529012728,-0.205044118189392 51.5731006883774,-0.205856933991583 51.573271356218,-0.206603845822769 51.5734761567668,-0.209254469346206 51.5746298583949,-0.211803794578088 51.5758155139095,-0.215382979644033 51.5773578690413,-0.216480371294011 51.5778824677014,-0.219963729320028 51.5793786248609,-0.222546820427624 51.5806900518417,-0.225011730884148 51.582200768823,-0.226548079198466 51.5834281893871)",1921,1923,999999,2690
843,209,"LINESTRING(-0.0508356480644352 51.5195087476907,-0.04918262036432 51.5192483435492,-0.0464624481604119 51.5193004244967,-0.0437213515412793 51.5196129089221,-0.0395717610953454 51.5201063717786,-0.0360124881878221 51.5209984037834,-0.03161283142353 51.5225671073381,-0.0273120433361385 51.5245663570801,-0.024296548238766 51.5265655190377,-0.0208855783862134 51.5288413812049,-0.0189576388933119 51.5302868021509,-0.0175734772106182 51.5311171296019)",2011,2018,999999,2779
779,172,"LINESTRING(-0.0925702527466399 51.3743487923034,-0.0928643818554065 51.3698371564505,-0.0941902857724699 51.355875210902,-0.0949983967806531 51.3519640048977,-0.0969681673863363 51.3488726542543,-0.100857201642555 51.3454340702704,-0.109167916861225 51.3405782548423,-0.115481284158221 51.3360031071271,-0.12068349882901 51.3318377480072,-0.13027981694168 51.3239793359808,-0.136492170360611 51.3173191453668,-0.141542864255086 51.3124870088033,-0.143108579348592 51.3098034377383,-0.146896599726773 51.3046252806037,-0.150684620121098 51.2991307433603,-0.153108952966448 51.2925134579742,-0.15326047378349 51.2898918910082,-0.153007939088411 51.287649226986)",1858,1858,999999,10906
835,214,"LINESTRING(-0.0264650134790543 51.685486061565,-0.023908290842428 51.7028723254789,-0.0206747883285914 51.7253294027769,-0.0196972178903536 51.7308254944917,-0.0184188565720547 51.7345978486323,-0.0167645066236446 51.7381836217583,-0.0141325862369115 51.7422347373667,-0.0108990840661818 51.7467976279984)",1839,1840,999999,6951
838,202,"LINESTRING(-0.0963860822722324 51.6448652275193,-0.094451082119889 51.6501787993747,-0.0929689543235668 51.652860894777)",1870,1871,1910,922
839,202,"LINESTRING(-0.0964059582991865 51.6448287411848,-0.0953570639592272 51.6463375627701,-0.0937598839336715 51.6484823697821,-0.0924010889888223 51.6498135782626,-0.0914109373151462 51.6514734225534,-0.0907677630486603 51.652960778528,-0.0904754111280113 51.6553549563588,-0.0905923519037515 51.6575313719177,-0.0919956412535612 51.6605781779893,-0.0941005751978423 51.6630444901071,-0.0973749168807103 51.6657282654726,-0.0987197357828222 51.6673964781376,-0.100590788175708 51.6699712075509,-0.101350903199204 51.6720743990358,-0.110413813110796 51.6911799573975,-0.111524750461427 51.6937170911118,-0.111934043471194 51.6974862842127,-0.111583221162704 51.6998056316943,-0.110706165344794 51.7038642037382,-0.109770639157688 51.7073789228443,-0.109887579933456 51.7093716835084)",1906,1910,999999,7561
858,171,"LINESTRING(0.0223597477819055 51.4301622353245,0.0235516196115384 51.4293250710587,0.0249094482756789 51.4284408584398,0.0253318838493897 51.4276789168174,0.025497840684011 51.426935776334,0.0255129276777666 51.4263055084704,0.025452579741426 51.4255153096196,0.0253746319634445 51.4248426859462,0.0251659269674178 51.4242642998124,0.024400675153089 51.4228183023645,0.0228469823965725 51.4203455408861,0.0222440568508659 51.4191163406676,0.0219889729700924 51.4183064965767,0.0218266468735919 51.41748217625,0.0217106996469738 51.4167880002252,0.0215483729804191 51.4145463178965,0.0215019940957291 51.4139388754517,0.0211541524307393 51.4130276966412,0.0207831213234044 51.4125504052515,0.0195308913471877 51.4110317176947,0.017183422684468 51.4085933933385)",1877,1878,999999,2591
861,172,"LINESTRING(0.213702375016965 51.4498674102918,0.214655289506936 51.449599450304,0.215829001265234 51.4493242465227,0.21721188937687 51.4489186800315,0.218222909030004 51.4485782912496,0.219745248033888 51.4479988999726)",1895,1895,999999,470
877,220,"LINESTRING(17.9654628739948 59.3762895165441,17.9636275130169 59.3776360412308,17.9620654583412 59.3794319464195,17.961886937797 59.3811141004604,17.9625117596745 59.3824097568179,17.9643862252711 59.3839781167,17.9694072269893 59.3869562134016,17.9699478243578 59.3884112989969,17.9691755424006 59.3915178943478,17.9673992939282 59.3933659868872,17.9643101661455 59.3956071554039,17.9610343491892 59.3975014049075,17.9573275491735 59.3989243992549,17.9544714901423 59.3993884062287,17.9495493458664 59.3999142731218,17.9458425458506 59.4008422536128,17.9426218551598 59.4029590702377,17.9401846529072 59.4046957656753,17.9381807310664 59.4056329928955,17.9363392893678 59.4060464672497,17.9334134770856 59.4067458892964,17.932019851944 59.4073712892897)",1966,1977,999999,4758
879,220,"LINESTRING(18.0631522076841 59.3319992379987,18.0661561066705 59.3318234626215,18.0742445400314 59.3308203222421)",1966,1977,999999,646
772,171,"LINESTRING(0.213313163323022 51.4492764440562,0.215112499838199 51.4489179752617,0.217192060886106 51.4482745626694,0.218563686267373 51.4477046753738,0.220112295551218 51.4472634674226,0.222177107948454 51.4470888214344,0.224197674355935 51.4471072052547,0.234010600759632 51.4476436738001,0.23556001020242 51.4479655518962,0.236879877502645 51.4483947191633,0.238601443552227 51.449360330767,0.240208238530471 51.4504689707601,0.241872419044398 51.4511484464778,0.243479214022727 51.4514702998726,0.245545093285756 51.4516133450917,0.247610972530538 51.4515775838333,0.274180475134358 51.4512557310496,0.277049751877456 51.4509696379106,0.280607655047561 51.4503974462657,0.283362160719435 51.4499325352702,0.288010389047571 51.4498252474438,0.292084762038087 51.4501828725457,0.29483926770996 51.4502186349024,0.299143182824565 51.4498967726894,0.312227084793363 51.4490384623525,0.316301457718168 51.4484304826716,0.319801975352789 51.4475006158886,0.323646806200941 51.4461057802076,0.326745625086403 51.4443532339565,0.33047568484497 51.4417421729544,0.333402347123609 51.439810607113,0.336960250293743 51.438665936953,0.3418380207643 51.4375570103793,0.347404417661949 51.4374854658099,0.352454344720911 51.437986275477,0.356873030895855 51.4390236492791,0.359914464245662 51.4401325402458,0.363529752951422 51.4410983265703,0.366226873087669 51.4414202508049,0.368923993223945 51.4412056349025,0.378736919700572 51.4395244420811,0.381319268783926 51.4392740463693,0.383729461242211 51.439667524732,0.38757429209042 51.4405617811329,0.390845267564259 51.4410983265703,0.393657158790063 51.4412056349025,0.396870748746665 51.4411698654864,0.399395712276203 51.440991017986,0.451559163767627 51.4348740118438,0.453223344495882 51.4345878158884,0.45649431998811 51.4337292177949,0.459191440124386 51.4321193028702,0.467799270371927 51.4255717310282)",1846,1849,999999,18990
774,144,"LINESTRING(-0.421250656265528 51.3715845829292,-0.428530697757139 51.3699705522567,-0.443396950713435 51.3666361245233,-0.450287399693423 51.3650958956705,-0.453519956126001 51.3635556151825,-0.459304530762068 51.3605811338438,-0.486100722169624 51.3474592413591,-0.499456284075649 51.3421456651451,-0.55832283787521 51.3179611154538,-0.567264585630113 51.314561293521,-0.574132339225486 51.3116994374608,-0.584052427735713 51.3096960320058,-0.604350455025269 51.3064522377174,-0.654103514349316 51.3023494636277)",1834,1838,999999,18321
775,144,"LINESTRING(-0.565194334383904 51.3153462938864,-0.566843781680859 51.3143521431316,-0.568522683394178 51.3129161095653,-0.570348857189259 51.3107803867718,-0.572322303066159 51.3080553547437,-0.573294298786976 51.3061035431492,-0.576240312318561 51.3000007833113,-0.58283792445647 51.2871873603906,-0.583535748825796 51.2846083755638,-0.583789503141929 51.2819498857781,-0.584170134708359 51.2638125001552,-0.584233573436364 51.2516242838641)",1844,1845,999999,7356
1262,344,"LINESTRING(-77.0314506559746 38.9941239765047,-77.0275884299697 38.990538942438,-77.0252837811016 38.9879977672915,-77.0227111498071 38.9842066643101,-77.0140796051384 38.9690733313922,-77.0131148684029 38.9674481635529,-77.0117213597788 38.9659479755302,-77.0103814476462 38.9647811406589,-77.0073212917957 38.9620683332572,-77.0059277831778 38.9606097067912,-77.0051238358983 38.9592760791729,-77.0043198886188 38.9576090093516,-77.0011576960913 38.9496898918727,-76.9951012932742 38.9352247992156,-76.9942346530439 38.9329585647546,-76.9938594776468 38.9300400835943,-76.9941274600733 38.9274550428621,-76.9947195113387 38.9245056950632,-76.9961130199566 38.9206277961208)",0,1978,999999,8989
776,171,"LINESTRING(-0.0201648754766381 51.4681930779394,-0.0189054597183258 51.4673280511091,-0.0178720929254439 51.4659198328105,-0.0170647751390902 51.4638074238802,-0.0164512136057624 51.4616144387811,-0.0150949197107195 51.4598841192827,-0.0127698444472344 51.4581134918873,-0.0107999890188921 51.4572683955098,-0.00734466884628659 51.4559001110497,-0.00351479404915267 51.4536522822479,0.000100439642210404 51.450628655393,0.0122780690927584 51.4382949265892,0.0166544046050774 51.4344399532603,0.020459913740325 51.4318895613329,0.0255022133441116 51.4285679072282,0.0376798425859306 51.4212119565998,0.0428172799192623 51.418067519715,0.0457665495039805 51.4158128846444,0.0510942623118353 51.4107692191155,0.058229591934662 51.4047754346196)",1864,1865,999999,9038
778,171,"LINESTRING(0.197897228056405 51.4512415230776,0.200038999625065 51.4513671426779,0.201651627625751 51.4517597017009,0.202382349679766 51.4524505973732,0.202760309371143 51.4532199916131,0.20270991474564 51.4535811313712,0.202205968490404 51.4544447148744)",1941,1942,999999,594
837,202,"LINESTRING(-0.123116720912776 51.6004086067926,-0.123788529729325 51.6012799956579,-0.124223229568202 51.6020531858604,-0.124124434162866 51.6028509079851,-0.123828047896495 51.6035013479593,-0.122938889147889 51.6044585822916,-0.120388315433473 51.6071158426513,-0.113718741233839 51.6148113936324,-0.110795655884004 51.6180068369931,-0.108984166381248 51.6200518026714,-0.106555124082234 51.6235791519666,-0.105649379317811 51.6252916066888,-0.105114166502375 51.6271828994887,-0.104784804769878 51.6294063455826,-0.104002570681445 51.6306074722827,-0.102726293967834 51.6320385604401,-0.101367676847417 51.633495157378,-0.100009060399373 51.6357438468649,-0.0990209752280293 51.6386823069892,-0.0977858687310231 51.6414161815182,-0.0968801239928894 51.643511188763,-0.0963860813941153 51.6448141322581)",1870,1871,999999,5383
782,115,"LINESTRING(-0.226562521444663 51.5834343465045,-0.227215749390638 51.5839545248931,-0.228792797623697 51.5850930363704,-0.230149185568024 51.5858955714895,-0.232042601501803 51.5869200573375,-0.233446884990911 51.5875180718941,-0.237885053039605 51.5895221240092,-0.239340190110198 51.5901398966714,-0.241947310699516 51.5909535356419,-0.245986717328776 51.5926802399933,-0.248507765117523 51.5944243789118,-0.251401240405016 51.5966311525771,-0.254036881257633 51.5984819123394,-0.255469294766073 51.5992649033767,-0.258448714865096 51.6003681860206,-0.261214095675228 51.6015958132088,-0.263649198652416 51.6026278641598,-0.26628483950509 51.6041225170544,-0.268232921883111 51.6057594613888,-0.269636687121078 51.6076098491455,-0.270725321383054 51.6089442165854,-0.271355583334866 51.6104030801066,-0.271756659719301 51.6114527214006,-0.272329625111723 51.6121287485732,-0.273045831875066 51.6127869758885,-0.274392300571947 51.6133918250055,-0.275137155605819 51.6137120359783)",1921,1924,999999,4878
783,209,"LINESTRING(-0.0160602754767751 51.505928251764,-0.0134497179780055 51.5057129032108,-0.0116254729708487 51.5057912118933,-0.00741083796822295 51.506476407119,-0.00294458294177957 51.5076118507996,0.00211926957348396 51.5090017519692,0.00479273207321285 51.5099413794381,0.00825250708464864 51.5108222625957,0.0118066395975234 51.5110963116556,0.016974770615775 51.510772599855,0.0256283558685482 51.5108628633304,0.0336534684456637 51.510832775614,0.0382944973976862 51.509839869836,0.0394547546357273 51.5090575651959,0.0410017642915363 51.5055972104939,0.0432739347153586 51.5034305937625,0.0468997386014962 51.5011434976824,0.0592274718686667 51.4959971120554,0.0666241117822324 51.4935591475034,0.0707817002275135 51.4921444663191)",2011,2018,999999,7015
836,159,"LINESTRING(-0.0613687044504161 51.5503818387372,-0.061891278844115 51.5508822596983,-0.0631454573944552 51.551707617325,-0.0642428636558918 51.5525979469436,-0.0656311182731031 51.5537790185891,-0.0663909091651647 51.554992269617,-0.0682213145271078 51.5582775479829,-0.0708115113018835 51.5630010617098,-0.0713813546719564 51.5639886433548,-0.0720893416711306 51.5646971127174,-0.073039080302749 51.5652552929239,-0.0755084007406026 51.5669190586555,-0.0767689629279573 51.5677562854769,-0.0773906100175168 51.5684432293073,-0.0778568453401363 51.5690764964556,-0.0783058126984599 51.5699136835553,-0.0784784397809233 51.57094404638,-0.0783748319290112 51.5717597338198,-0.0780640083953017 51.5726719984946,-0.0774941651986865 51.5734769227089,-0.0768207141721859 51.5743032967338,-0.0762681389840054 51.5749472141348,-0.0753529368833199 51.5761169739375,-0.0751629891658183 51.5768789114696,-0.0752147930807041 51.5776730299446,-0.0754738126995562 51.5789285673376,-0.0756810284033804 51.5799587259569,-0.0756119565020867 51.5809995916844,-0.0750593812624061 51.5830597914389,-0.074955773410494 51.5838001530001,-0.0749730413748182 51.5847658238594,-0.0750526203726736 51.5882588722534,-0.0748454046688494 51.5892244483512,-0.0744482412474667 51.5899861661293,-0.0738093261716415 51.5906942303555,-0.0720307251661723 51.5918823586416,-0.0709255747456439 51.5926440318535,-0.0701657838535255 51.5934700573733,-0.0699240321990544 51.594135157918,-0.0698204243471139 51.5947466127291,-0.0699240321990544 51.595540418978,-0.0702693917055228 51.5964629331284,-0.0703902675217023 51.5971387164906,-0.0703902675503798 51.6007105472178,-0.0704938754022635 51.6017616631169,-0.0707010911061445 51.6028556558729,-0.071029183084562 51.6051214954687,-0.0711155229722067 51.6066122118985,-0.0707874314300909 51.607866949664,-0.0701312483899699 51.6092932333872,-0.0678147726428335 51.6138725007251,-0.0665369424911262 51.6159955431997,-0.0623926285977916 51.6228572233478,-0.0612529424221009 51.6249476852334,-0.0611147986195135 51.625826722533,-0.0612356744357498 51.6264484703424,-0.0617019097583977 51.6273703565867,-0.0642748384281049 51.6318508856372,-0.0646720018494307 51.6327083527158,-0.0648792175533401 51.633501495338,-0.0650173616520533 51.6348519493893,-0.0642674560213834 51.6365760730858,-0.0628842871755069 51.6381153547261,-0.0606902952194446 51.6393881827692,-0.0583055213514569 51.6407201738711,-0.0561115293801606 51.6420817243275,-0.0542514057698327 51.6437096114309,-0.0532974962104618 51.6457813832133,-0.0497680312801663 51.657736616548,-0.0493166768007995 51.6598079672508,-0.0493166768007995 51.6617902466154,-0.049412067756748 51.6638907763717,-0.0491735903669053 51.665754545187,-0.0487443310804281 51.6674703280579,-0.0448809975468123 51.6800113188827,-0.0433547423357368 51.6835895969834,-0.0409699684525435 51.6871675921221,-0.0379174579082076 51.6906270375266,-0.0348649473487228 51.6925488373964,-0.0313354816515243 51.6939383958792,-0.0289030122903853 51.6955052934333,-0.0271382796360342 51.6976042598585,-0.025898197224052 51.6997031289423,-0.0253258514884749 51.7020974945019)",2015,2015,999999,18321
784,209,"LINESTRING(0.0709007830075166 51.4920847208684,0.0758426982764036 51.4912615806217,0.0833972183935998 51.4908304059925,0.0889686769938862 51.4904972228057,0.0926515055597861 51.4904776237185,0.111789622609479 51.4911439881201,0.121358681431246 51.4915163638932)",2011,2018,999999,3524
840,215,"LINESTRING(-0.0613474860510621 51.5503647306254,-0.0608039721161333 51.5497129240597,-0.0600534052308035 51.5486265590376,-0.0595616545128621 51.5479425381178,-0.0590181405779333 51.5467917503141,-0.0584487450097697 51.5456328856247,-0.0571934868789583 51.543121911344,-0.0569864339450987 51.5421883084749,-0.0572064276955757 51.5409810349845,-0.0576981786813349 51.538864205065,-0.0577370010981895 51.5374636625474,-0.0576075930145237 51.5362643131548,-0.0572711322977852 51.5338655198651,-0.0569864345302165 51.5322716206604,-0.0556923540373759 51.5279565428949,-0.0557829396876741 51.5266442272865,-0.0558605847138267 51.5251722116538,-0.0564040986652401 51.5244797866419,-0.0571546655340569 51.5240530543607,-0.0582934566538711 51.5236182664191,-0.0596393007075733 51.5234652844909,-0.0648814007936096 51.5232391695771,-0.0681683660858994 51.5230539793086,-0.0695012693229842 51.5229170990698,-0.0709247582269654 51.5225386633182,-0.0732541039698447 51.5222165880714,-0.0759587328938665 51.5220555494863,-0.0770587015803414 51.5218945103318,-0.078158670283301 51.5215965863997,-0.0787539478686767 51.5213550251908,-0.0794915739373323 51.5208638464386,-0.0806950691072643 51.5197687403114,-0.0823514925617985 51.5181904528116)",2015,2015,999999,5006
785,115,"LINESTRING(-0.142868625039426 51.5396901254097,-0.142218827604211 51.5437315063275,-0.141671629785861 51.5464113820703,-0.141158631810697 51.5496015045361,-0.14119283167571 51.5507924262495,-0.140953432620648 51.5525149542823,-0.138963541429064 51.5561262862621,-0.138313744015704 51.5571681950047,-0.13780074604054 51.5585928071096,-0.13721934833535 51.5606977492769,-0.135577754836675 51.5633766256823,-0.135098956726523 51.5644821477167,-0.134825357828277 51.5653963090938)",1902,1907,999999,2933
859,172,"LINESTRING(-0.0198207616396076 51.4679205476135,-0.0173528389107958 51.4666327933966,-0.0150958497604279 51.4653187210108,-0.0129654207140959 51.4646485295193,-0.0117209126923683 51.4644251301682)",1870,1871,999999,694
855,217,"LINESTRING(-70.7314006508343 -32.7583048083948,-70.7321055238262 -32.7580676999135,-70.7330177124087 -32.7578166431843,-70.7349992015348 -32.7571262335485,-70.7353723695924 -32.7568472786419,-70.7356045630437 -32.7566589835837,-70.7358284638634 -32.7561519190849,-70.7358616343623 -32.7557055859158,-70.7356957818884 -32.7552801725515,-70.7351899318759 -32.7543715394191,-70.7348416416856 -32.753876378536,-70.7344518883824 -32.7528296233799,-70.7339605851273 -32.7516387150776,-70.733708608771 -32.7510921879103,-70.7336688230354 -32.750779885165,-70.7337881802531 -32.750066046212,-70.7341064661816 -32.7470475208551,-70.7344114901835 -32.7444183777547,-70.7346899903657 -32.7417356379814,-70.7346634665402 -32.7412113598387,-70.7347960856734 -32.7408320928719,-70.7349419667275 -32.7394640707775,-70.735193943073 -32.7377181050096,-70.735644848129 -32.7342882881208,-70.7358570387443 -32.7332593605852,-70.7361488008417 -32.732612317063,-70.7371981023567 -32.7310339837689,-70.738206007782 -32.7294721075657,-70.739649258441 -32.7271951843216,-70.7410798048377 -32.724621194784,-70.7422733770419 -32.7224445246807,-70.7432244018991 -32.7209811783531,-70.7436396295301 -32.7197148250493,-70.7436396295301 -32.7187104630938,-70.7438991467969 -32.7173130711254,-70.744418181341 -32.7160903351837,-70.7444700847923 -32.715085932411,-70.7438991467969 -32.7129897510663,-70.7428610777139 -32.7117063411848,-70.739591160106 -32.707775811845,-70.7377745392174 -32.7054174111203,-70.7359579183077 -32.7018441633785,-70.73491984923 -32.6997476708958,-70.7344527181371 -32.6984373380948,-70.7337779732392 -32.6950303827569,-70.7323765800134 -32.6891280661846,-70.7315461247407 -32.6862886496933,-70.7301966349239 -32.6825589194165,-70.7281204967579 -32.6786707941596,-70.7270824276802 -32.6768358897467,-70.7265633931572 -32.6753902576284,-70.7256810344438 -32.6721571867815,-70.724123930822 -32.6642924719758,-70.7231377651849 -32.6607238072893,-70.7224111168252 -32.6591944157432,-70.7218401788299 -32.6571843184846,-70.721165433932 -32.65320768858,-70.7202830752187 -32.6479977633438,-70.7195045234077 -32.6425347530047,-70.7188816819559 -32.6386528342887,-70.7187104488765 -32.6371662955244,-70.7181318438455 -32.6342873373854)",1912,1914,1965,14687
856,200,"LINESTRING(-70.6791446454798 -33.4519742981271,-70.6792040573367 -33.4527805133914,-70.6792228141635 -33.4531516449238,-70.6792102943601 -33.4535701579255,-70.6791328652631 -33.45417222511,-70.6790257188225 -33.4549779699081,-70.678977620165 -33.4553305971895,-70.6790559256086 -33.4555306573421,-70.6791451801581 -33.4548263506683,-70.6792798928423 -33.4537922628258,-70.6793877674323 -33.4524996728223,-70.6795049746512 -33.4512025423483,-70.6807197546333 -33.4483900900936,-70.6807433199305 -33.4482937877116,-70.6807781747995 -33.4481244814095,-70.680794259052 -33.4479507157304,-70.6808035322644 -33.4473247274586,-70.6808220786704 -33.4462126981943,-70.6808684902486 -33.4444940220665,-70.6808749587106 -33.4439455015781,-70.6814041690772 -33.4359740134054,-70.6816928292639 -33.4329628671513,-70.6816587037668 -33.4326589431066,-70.6816133906426 -33.4323620204656,-70.6815241628526 -33.4320544791429,-70.6814347984425 -33.4317980060661,-70.6814153567033 -33.4317376001593,-70.6812771830388 -33.4314674030099,-70.6811837598794 -33.4312252148287,-70.681148864616 -33.4310346584494,-70.6811307508087 -33.430764740065,-70.6811299818037 -33.4305717121755,-70.6811666621318 -33.4303388847544,-70.6811825956692 -33.4302406599246,-70.6812373982973 -33.4300063514266)",1937,1940,1987,3261
1029,255,"LINESTRING(12.3210066767894 45.4416537155022,12.3195894126689 45.4424369587247,12.3184063090844 45.4430924742358,12.317492829576 45.4435959813585,12.3171993574325 45.4437608018489,12.3167145252888 45.4440351012167,12.3161059488203 45.4443232750491,12.3151387399425 45.444785517182,12.3144574420003 45.4451127309486,12.3140052625916 45.4453632731665,12.3135366287939 45.4456259646099,12.3129650371333 45.4459510694655,12.3120937153193 45.4464326549331,12.3117484473374 45.4466271476419,12.3113222341572 45.4468623806921,12.310815429367 45.4471506325479,12.30918171252 45.4480740361633,12.3083455599525 45.4485456137364,12.3075393525531 45.4489992310433,12.3055782523486 45.4500780055167,12.303279189948 45.4513535593055,12.3010395493876 45.4526036999046,12.2981222869032 45.4542295700176,12.2964144225502 45.4551769973693,12.2948799122709 45.4560262849077,12.2926702910817 45.4572467981467,12.2909863048294 45.4581948197135,12.2887401879681 45.4594411937111,12.2864744800654 45.4607180029713,12.2842050691269 45.4619876741008,12.2816285562534 45.4634389869206,12.2798669101974 45.4644711004121,12.2786221876077 45.4651756526398,12.2783601181522 45.465319638009,12.2768284407989 45.4661154802365,12.2755938572396 45.4666977058868,12.274333100699 45.4672396499658,12.2727373156506 45.4679040477377,12.270715612406 45.4685886327599,12.2688850764372 45.4690820090076,12.2680270049364 45.4693194796264,12.2660510935125 45.4697178483218,12.2646032847018 45.4699597354124,12.2629175597935 45.4702533809267,12.2624161997224 45.4703405164754,12.2618715628205 45.4704415817441,12.2607847852444 45.4706916218091,12.2598113508374 45.4709538738552,12.2585562988725 45.4713956581099,12.2573797372248 45.4718741040742,12.2571304789685 45.4719824224539,12.2559837643569 45.4725354926888,12.2548149475681 45.4732336192818,12.2535950482127 45.4740941032065,12.2519749155685 45.4753457327376,12.2506775414639 45.4763433780832,12.2491175328744 45.4772342250938,12.2477609187497 45.4779298947283,12.2466432661546 45.4784010649379,12.2453142025651 45.4788308886529,12.2431443230221 45.4793797304104,12.2393824612986 45.4803217215618,12.2340862484089 45.4816051982351,12.2316742583446 45.482190399281,12.2293182553584 45.4827905455452,12.2284368738293 45.4830031829705,12.2268933635911 45.4835008795581,12.2260525177069 45.4838703399071,12.2254746753518 45.484227742556,12.2248373966477 45.4846249731746,12.2240920962494 45.485231236349,12.2236035798073 45.4859230264232,12.2232256203371 45.4873177567729,12.2228478349482 45.4883036122747,12.2226736580121 45.4892175988109,12.2227937829664 45.4924579870453,12.2233700329088 45.5004886162958,12.2238057535226 45.503270033726,12.2250878765137 45.5097733977686,12.2263432149445 45.5164775185355,12.2281748501021 45.525880557747,12.2293259451335 45.5318523001382,12.2307362670044 45.5390653382082,12.2316647900029 45.5440613026131,12.232506840901 45.548323848735,12.2326111297933 45.5495499255279,12.2326935793251 45.5532381468023,12.2327892447976 45.5593680184409,12.2328484047286 45.5644873587478,12.232792753514 45.5656724575108,12.2324617880909 45.568044133845,12.2315844690601 45.5725960331841,12.2300970544088 45.5807955706294,12.2297986700595 45.5826625736046,12.2297923324562 45.5836197642259,12.2300402415977 45.5867762190226,12.2305186320743 45.592377484796,12.2312550481307 45.6009476329689,12.2317054332641 45.606531720152,12.2326254408581 45.6172228288893,12.2327872923767 45.6197529403496,12.2328060632263 45.6222910531986,12.2327025178472 45.6262549974162,12.2325997229898 45.6310267425285,12.2325155153104 45.6348141385428,12.2322515717564 45.6449791438995,12.2321189747491 45.6499054257285,12.2321040585101 45.6541154395705,12.23225430692 45.6550799669486,12.2325816861232 45.6559902395056,12.2331321399498 45.6568059361306,12.2342745935943 45.6577028719969,12.2354390682545 45.658438311058,12.236951364402 45.6591474140367,12.2387488303164 45.659514387561,12.2411892852629 45.6596525223045,12.2448853238924 45.6597155261122)",0,0,999999,29307
857,211,"LINESTRING(0.257096627069501 51.5589451765001,0.258780527501671 51.5589191666392,0.260223870752299 51.5587891171445,0.262232000458539 51.5584054689724,0.264386556292777 51.557833241946,0.265986784659475 51.5572284941937,0.267649766697474 51.5564221515506,0.269406880180355 51.5553166582962,0.270295895936698 51.5545232877488,0.271090780612639 51.5537234001599,0.271791533765196 51.5528519620083,0.27248182834586 51.5517919063961,0.28905120233992 51.524976892718,0.289680728324726 51.5238699735582,0.290036547347427 51.5225246048096,0.290282883599332 51.5213324727044,0.290282883599332 51.5203957755888,0.291018252710074 51.5005433095327,0.290929656684568 51.4994264745503,0.290708166606692 51.4974547114218,0.29044237850195 51.4964481141368,0.287307236644125 51.4853839403915,0.286970428062716 51.4836161353879,0.287018543572145 51.4823576561722,0.287595929716105 51.480979281943,0.288943164725794 51.4792412726515,0.290675323188339 51.4781924417715,0.293369791901085 51.4768439094888,0.295727452032367 51.4759148973883,0.297700188057433 51.4754353998747,0.300490887804415 51.4752555870088,0.301308851510925 51.4752855558674)",1891,1892,999999,10770
